SYMBOL,baseMean_6N-WD-C0.2-FG-9W,log2FoldChange_6N-WD-C0.2-FG-9W,pvalue_6N-WD-C0.2-FG-9W,padj_6N-WD-C0.2-FG-9W,baseMean_6N-WD-C0.2-FG-29W,log2FoldChange_6N-WD-C0.2-FG-29W,pvalue_6N-WD-C0.2-FG-29W,padj_6N-WD-C0.2-FG-29W
Galnt10,5.89209077,0.201026976,1.75E-05,0.000371584,5.89209077,0.202396615,1.63E-05,0.000134923
Galnt11,5.972763021,-0.000193585,0.995888379,0.998004397,5.972763021,0.057253948,0.13113146,0.253447467
Galnt12,4.392540003,-0.000600697,0.987108737,0.993276286,4.392540003,0.030556422,0.413279642,0.552965649
Galnt13,2.856566095,0.025283409,0.312432367,0.532247399,2.856566095,-0.056706515,0.025581812,0.078185381
Galnt14,4.550264382,0.026214939,0.472469334,0.676727768,4.550264382,-0.10232938,0.006180289,0.02537026
Galnt15,5.119136184,0.134536556,0.000524571,0.005598722,5.119136184,0.156182311,7.22E-05,0.000518223
Galnt16,4.655415833,0.004396467,0.908520716,0.953418468,4.655415833,-0.058625696,0.129098871,0.251111502
Galnt18,5.038312638,0.083967319,0.045198761,0.15201057,5.038312638,0.015178185,0.714802525,0.801149893
Galnt2,7.534268692,0.370997203,1.38E-09,1.43E-07,7.534268692,0.160533087,0.004202187,0.018448828
Galnt3,4.492519009,0.07988909,0.02481011,0.09974903,4.492519009,0.23604173,2.01E-09,3.39E-08
Galnt4,6.355536948,0.077406371,0.408303678,0.623840151,6.355536948,-0.149094869,0.114141711,0.230412021
Galnt5,3.024009854,0.007930731,0.816824328,0.907123899,3.024009854,-0.039987058,0.245914721,0.390486951
Galnt6,5.000330924,0.086701817,0.026154828,0.103620196,5.000330924,0.181803009,8.93E-06,7.86E-05
Galnt7,4.736658806,0.004584788,0.906227297,0.952382436,4.736658806,0.353795018,4.42E-14,1.67E-12
Galnt9,4.748215162,0.073486463,0.134080981,0.313097978,4.748215162,-0.087625036,0.075582159,0.172481761
Galntl5,2.972486807,-0.006134255,0.84922742,0.923751908,2.972486807,-0.04346779,0.181386185,0.31593062
Galntl6,3.114360504,0.031836285,0.256521067,0.473334207,3.114360504,-0.079326731,0.005684657,0.023668855
Galp,4.544813041,-0.039689323,0.453321645,0.661566692,4.544813041,-0.106864308,0.0462571,0.121665708
Galr1,3.57387345,0.012572897,0.801103056,0.898438556,3.57387345,-0.055598638,0.268190706,0.41326204
Galr2,4.785562029,-0.042161422,0.438250511,0.649328125,4.785562029,0.011982786,0.825781873,0.882327478
Galt,7.416297823,-0.147980156,0.016326455,0.074227853,7.416297823,-0.334914628,3.60E-07,4.12E-06
Gamt,7.727567069,-0.035978119,0.558403449,0.7439648,7.727567069,-0.263420344,4.80E-05,0.000357365
Gan,5.46523813,0.127120637,0.003568914,0.024465046,5.46523813,-0.038926298,0.362180453,0.505776003
Ganab,8.43471171,-0.114450143,0.038841173,0.136346767,8.43471171,-0.278121749,2.23E-06,2.20E-05
Ganc,6.275007497,-0.049461339,0.333131581,0.554305207,6.275007497,0.003028771,0.952727603,0.970711917
Gap43,4.999482556,-0.075733848,0.148098504,0.334933585,4.999482556,-0.088917976,0.091072612,0.197531739
Gapdh,11.41394175,0.109570353,0.004550881,0.029395464,11.41394175,0.126987066,0.001137623,0.006052963
Gapdhs,4.680157403,0.021223581,0.576659076,0.757194726,4.680157403,-0.127100429,0.001227871,0.006460267
Gapt,3.085086882,-0.086284014,0.065894837,0.196642185,3.085086882,0.043609335,0.350150479,0.495154971
Gapvd1,6.700011094,0.014667532,0.783195022,0.887698701,6.700011094,-0.001904264,0.971569286,0.981729034
Gar1,6.17987524,0.058810375,0.053426824,0.170314122,6.17987524,0.040997756,0.176736836,0.310233051
Garem,7.376870327,0.412997044,9.74E-08,5.24E-06,7.376870327,0.092023712,0.19750612,0.335555191
Gareml,5.199086358,0.015913863,0.727114309,0.85464946,5.199086358,-0.095509979,0.039131661,0.107754185
Garnl3,4.414648014,-0.014874618,0.635806888,0.798150902,4.414648014,-0.018339638,0.560437322,0.679701495
Gars,7.613147523,0.14659942,0.083610748,0.230091163,7.613147523,0.206405409,0.016004184,0.054518811
Gart,6.551453363,-0.013199508,0.702622628,0.840333833,6.551453363,-0.057011854,0.102637163,0.214195065
Gas1,6.17231228,0.261086887,2.66E-05,0.000515688,6.17231228,-0.211418404,0.000551841,0.003220809
Gas2,6.007311811,0.053587679,0.264900104,0.482006043,6.007311811,-0.239129653,3.22E-06,3.07E-05
Gas2l1,6.855364202,0.27236419,2.61E-06,8.06E-05,6.855364202,0.159473218,0.004147975,0.018235072
Gas2l2,5.31211398,0.040180639,0.392202417,0.608962039,5.31211398,-0.06223635,0.187548855,0.323930183
Gas2l3,5.376945122,0.047438209,0.536288171,0.727916531,5.376945122,0.262136275,0.000966423,0.005257859
Gas6,7.894137516,0.617322912,2.55E-05,0.000499433,7.894137516,0.792403671,1.71E-07,2.09E-06
Gas7,5.806182849,0.133471343,0.002809834,0.020410711,5.806182849,0.100896921,0.022668769,0.071444469
Gas8,5.948419873,0.064914062,0.067846602,0.200383681,5.948419873,0.058598081,0.099501359,0.209616337
Gast,5.486373609,0.048610372,0.457523453,0.664595004,5.486373609,-0.100003618,0.129423891,0.251472079
Gata1,4.233033374,0.019317085,0.616980645,0.7846642,4.233033374,-0.052981947,0.173336439,0.306456982
Gata2,6.100232431,0.102029196,0.012972925,0.0627088,6.100232431,-0.03768902,0.352144113,0.496733086
Gata3,5.299923042,0.025063342,0.538156292,0.729360837,5.299923042,-0.048027212,0.240774169,0.384667757
Gata4,6.317014529,0.032124175,0.491323089,0.692121964,6.317014529,-0.073576165,0.118100689,0.236308743
Gata5,5.800673577,0.035394149,0.400741637,0.616949645,5.800673577,-0.103766428,0.01557166,0.05335738
Gata6,6.508761328,0.179424694,0.001810628,0.0145386,6.508761328,0.432596825,2.07E-11,4.82E-10
Gatad1,7.327976503,0.00565158,0.905187175,0.951928434,7.327976503,-0.000964374,0.98382493,0.989492959
Gatad2a,7.792990061,0.215084679,0.000171251,0.002344375,7.792990061,0.091312827,0.099234436,0.209254305
Gatad2b,7.269146643,0.052209652,0.30519486,0.525019972,7.269146643,0.211152163,7.69E-05,0.000548677
Gatc,8.183462299,-0.093105757,0.329071127,0.550090292,8.183462299,0.143323126,0.135508383,0.259175973
Gatm,6.197988773,-0.292804659,0.000492019,0.005343419,6.197988773,0.440950046,5.09E-07,5.67E-06
Gatsl2,5.428364742,0.178155248,5.11E-05,0.000884204,5.428364742,0.07931228,0.061171453,0.148207598
Gatsl3,5.251328268,0.049245376,0.298882735,0.519256981,5.251328268,0.013897582,0.769287118,0.841737104
Gba,7.176304757,0.073375228,0.219017838,0.428665582,7.176304757,0.234329639,0.000166578,0.001100651
Gba2,6.057434703,-0.131659598,0.000976391,0.009042227,6.057434703,-0.285341693,1.07E-10,2.19E-09
Gbas,6.587348203,0.041174892,0.552279108,0.738852406,6.587348203,0.072713397,0.296224248,0.442718527
Gbe1,8.443164002,0.269688407,0.040856732,0.141441979,8.443164002,0.063125283,0.628924823,0.7347471
Gbf1,7.651326305,-0.038932014,0.495749444,0.696722294,7.651326305,-0.164894397,0.004912288,0.021003131
Gbgt1,4.7327462,0.038848754,0.45257117,0.661165801,4.7327462,0.021363545,0.67997217,0.774291143
Gbp10,7.235734687,-0.327518553,0.008342528,0.045425272,7.235734687,0.108478147,0.37447513,0.517076388
Gbp11,6.317763364,-0.223719437,0.047488624,0.157439047,6.317763364,-0.099756932,0.373476864,0.516309562
Gbp2,5.395798081,0.065968442,0.413640147,0.629031051,5.395798081,0.631679396,1.35E-11,3.23E-10
Gbp3,5.461850856,0.049773412,0.329507187,0.550494043,5.461850856,0.356688427,5.94E-10,1.08E-08
Gbp4,6.64796865,-0.115519271,0.155264097,0.345682896,6.64796865,0.113645597,0.163053594,0.294154991
Gbp5,4.625768822,-0.052299393,0.42001184,0.634389214,4.625768822,0.013615433,0.833834452,0.888176945
Gbp7,6.782000875,-0.060382576,0.403826545,0.619868271,6.782000875,0.112551622,0.12256246,0.242614148
Gbp8,6.381121287,-0.080432419,0.278507678,0.497381769,6.381121287,0.373448973,2.58E-06,2.51E-05
Gbp9,6.368956207,-0.0005041,0.994628694,0.997397985,6.368956207,0.513239652,1.18E-09,2.07E-08
Gbx1,4.961054778,0.175505518,0.00208502,0.01622237,4.961054778,-0.056461269,0.31075699,0.45651627
Gbx2,4.245610838,0.071015023,0.155498082,0.346057916,4.245610838,-0.119180353,0.018665511,0.061429656
Gc,12.57248266,-0.12645626,0.001315604,0.011420155,12.57248266,0.012277935,0.748170334,0.82661479
Gca,5.98165852,-0.122148895,0.125806233,0.300324858,5.98165852,0.266147114,0.001178137,0.006231698
Gcc1,5.987716995,0.013898005,0.758901728,0.873457924,5.987716995,-0.080551714,0.078715007,0.177929145
Gcc2,6.415582967,-0.057332194,0.394452073,0.611066013,6.415582967,0.071371635,0.29090545,0.437218973
Gcdh,9.585346034,0.124310159,0.111002592,0.277702745,9.585346034,-0.2533257,0.001547777,0.00787363
Gcfc2,4.940488432,-0.081155983,0.033217107,0.122236238,4.940488432,-0.05675222,0.134702753,0.258194411
Gcg,3.181083722,-0.042750787,0.220293525,0.430184783,3.181083722,-0.083200203,0.018760265,0.061690253
Gcgr,8.256804759,0.150615185,0.00627505,0.037160678,8.256804759,-0.1236106,0.024205978,0.07502679
Gch1,7.963829079,-0.052273332,0.449267545,0.658493585,7.963829079,-0.322927827,1.09E-05,9.37E-05
Gchfr,7.797278622,0.009856122,0.899123437,0.948843224,7.797278622,-0.673316291,3.19E-13,1.03E-11
Gck,8.593587603,0.284576316,0.00204699,0.016007675,8.593587603,0.055010377,0.540910725,0.66329705
Gckr,9.571149463,0.181144509,0.01464875,0.068454138,9.571149463,-0.216304616,0.003900762,0.017321271
Gclc,10.19774617,0.222310694,0.050263987,0.163709193,10.19774617,0.128122419,0.256714008,0.401424675
Gclm,8.782849036,-0.014374706,0.792835114,0.893055316,8.782849036,0.025913775,0.636910282,0.741104075
Gcm1,4.74907679,0.018972999,0.678608252,0.825000053,4.74907679,-0.137409661,0.003527297,0.015887274
Gcm2,4.731520465,-0.029359971,0.499669792,0.699898099,4.731520465,-0.087420094,0.047310283,0.123506775
Gcn1l1,6.959891463,0.047588892,0.299326479,0.519708845,6.959891463,-0.136364909,0.003728112,0.016666703
Gcnt1,4.039006718,-0.006034689,0.897690656,0.94830447,4.039006718,0.15156566,0.001772397,0.008860827
Gcnt2,6.826476153,-0.021292678,0.738263623,0.861316578,6.826476153,0.097356805,0.130064644,0.252315656
Gcnt3,3.564763266,-0.086920658,0.076413364,0.216579243,3.564763266,-0.098079945,0.046671462,0.1224361
Gcnt4,5.977373366,-0.295885892,1.88E-05,0.000393832,5.977373366,-0.197925955,0.003258693,0.014859911
Gcnt7,6.114969292,0.010953091,0.800396308,0.898252251,6.114969292,-0.061504199,0.159179813,0.289589317
Gcsam,5.184202531,-0.037431954,0.43986796,0.650832419,5.184202531,-0.044190541,0.363394646,0.506757096
Gcsh,8.191005651,0.00493935,0.907903059,0.953117125,8.191005651,-0.125982362,0.004108276,0.01808865
Gda,6.005847922,0.169952271,0.007247298,0.041253372,6.005847922,0.039950747,0.520301347,0.646549739
Gdap1,3.287826809,-0.010125676,0.789358279,0.891264749,3.287826809,-0.013602711,0.720418487,0.80557549
Gdap1l1,5.72390619,0.094034682,0.019364351,0.083716376,5.72390619,-0.036819448,0.354303271,0.498890637
Gdap2,7.336955851,-0.005911715,0.95431763,0.9761692,7.336955851,0.0545785,0.598134808,0.711191622
Gde1,7.186958257,0.226848195,0.000150546,0.002130112,7.186958257,0.202373354,0.000668599,0.003805829
Gdf1,5.226501803,0.116450443,0.019430142,0.08394584,5.226501803,-0.032520761,0.508531809,0.636838197
Gdf10,6.405909214,0.077039826,0.322485104,0.543622452,6.405909214,0.997905133,2.07E-21,5.07E-19
Gdf11,4.052874187,0.037283283,0.455832432,0.66315986,4.052874187,-0.081592167,0.10574956,0.218731651
Gdf15,6.073315563,0.47426809,6.92E-12,1.37E-09,6.073315563,0.100263065,0.095645399,0.204239539
Gdf2,6.180542128,-0.028742867,0.616910621,0.7846642,6.180542128,0.359920681,1.56E-08,2.25E-07
Gdf3,4.625671233,0.008600358,0.891933679,0.945284589,4.625671233,0.253021556,0.000137888,0.000922464
Gdf5,5.105935352,0.026750188,0.684800289,0.828005184,5.105935352,-0.119280258,0.073657001,0.16938374
Gdf6,5.040779242,0.038489856,0.430210437,0.642784624,5.040779242,0.061667774,0.2087733,0.348553755
Gdf7,6.282122528,0.00594783,0.924114502,0.961589755,6.282122528,0.0582119,0.353692149,0.498348942
Gdf9,4.904857738,0.054352701,0.1391838,0.320965297,4.904857738,-0.034811992,0.34288882,0.488759058
Gdi1,7.678059647,0.005742399,0.919856474,0.959042833,7.678059647,0.004287095,0.940274546,0.962129692
Gdi2,9.390797866,-0.131020097,0.117289402,0.28744102,9.390797866,0.099065404,0.236007576,0.379225648
Gdnf,4.911932,0.0902959,0.133894221,0.312809367,4.911932,-0.030775189,0.608188344,0.718789568
Gdpd1,3.90890906,0.075571423,0.261840669,0.47928311,3.90890906,0.840223413,8.66E-21,1.68E-18
Gdpd2,4.720228888,-0.002578222,0.942049208,0.970615457,4.720228888,-0.071287972,0.047591286,0.124027863
Gdpd3,4.283740417,0.068363771,0.110633425,0.277059106,4.283740417,0.018524623,0.664067772,0.762624992
Gdpd4,2.919885579,-0.097077877,0.007651776,0.042878085,2.919885579,-0.072187521,0.045793721,0.120725023
Gdpd5,5.615592726,0.031529736,0.467405436,0.672733727,5.615592726,0.07137449,0.103054703,0.214749697
Gdpgp1,5.17375311,0.02370465,0.609058004,0.778889057,5.17375311,0.092916628,0.04800315,0.124674759
Gem,5.029896299,0.044247705,0.327301379,0.548474158,5.029896299,-0.008348806,0.853326313,0.902484834
Gemin2,5.164002394,0.072859928,0.066916395,0.198695503,5.164002394,-0.024643107,0.532786299,0.657035659
Gemin4,6.684148679,0.054224979,0.209828054,0.417598779,6.684148679,-0.043354153,0.316435003,0.462724298
Gemin5,6.14134392,-0.024680769,0.598304123,0.771928771,6.14134392,-0.077011094,0.103554399,0.21536459
Gemin6,5.438048857,-0.013268949,0.758332544,0.873294851,5.438048857,0.000488516,0.990982744,0.994446665
Gemin7,5.816076267,0.073155255,0.027232414,0.106378799,5.816076267,-0.025991076,0.427911128,0.566458937
Gemin8,3.460550588,-0.003268254,0.910066144,0.95413151,3.460550588,0.049265274,0.092229804,0.19923448
Gen1,3.637697845,0.072433188,0.031229404,0.116871962,3.637697845,0.029323265,0.378756393,0.521026763
Get4,6.299817582,0.124703176,0.00030654,0.003704498,6.299817582,0.019145754,0.565374838,0.684106662
Gfap,4.891760207,-0.024296394,0.526136256,0.720237075,4.891760207,-0.04444873,0.248715825,0.393389634
Gfer,6.813788168,0.138523603,0.011303065,0.056813602,6.813788168,-0.13916441,0.011142245,0.040962256
Gfi1,5.802483202,0.032597781,0.492965003,0.693793517,5.802483202,-0.051989243,0.276472364,0.421928141
Gfi1b,5.57432362,0.051349234,0.284111036,0.503186215,5.57432362,-0.045507757,0.343346149,0.489109838
Gfm1,7.969336092,0.181024913,0.042158105,0.144730498,7.969336092,0.008277856,0.925225024,0.952320164
Gfm2,7.008432664,0.157107329,0.00670805,0.038950632,7.008432664,-0.112003128,0.051301346,0.130803306
Gfod1,4.680214924,-0.037471506,0.304406312,0.524427596,4.680214924,-0.036567426,0.317378891,0.463545567
Gfod2,5.438714747,0.078222053,0.061518495,0.187508828,5.438714747,0.018300062,0.659404471,0.758897465
Gfpt1,6.540761316,-0.148197275,0.060326747,0.185014466,6.540761316,-0.078612109,0.316552468,0.462770997
Gfpt2,4.464350864,0.01567229,0.695420122,0.835324257,4.464350864,0.210321881,1.12E-06,1.17E-05
Gfra1,8.77466522,0.105471699,0.175921057,0.372947368,8.77466522,0.126913876,0.105131609,0.217726297
Gfra2,5.262090531,0.026756476,0.700566939,0.839131973,5.262090531,0.129352411,0.066330498,0.157041655
Gfra3,4.373419609,-0.007938221,0.845290746,0.921912215,4.373419609,-0.083103319,0.044144831,0.117514051
Gfra4,5.512728391,0.063986108,0.14432132,0.32936187,5.512728391,-0.080243222,0.068828271,0.161332295
Gfral,2.159263211,-0.018502522,0.57552064,0.756455246,2.159263211,-0.039391347,0.235977463,0.379225648
Gga1,6.938560554,0.210307631,3.98E-05,0.000717264,6.938560554,-0.068830976,0.160060565,0.290604204
Gga2,5.837139372,0.104138057,0.002785662,0.020264848,5.837139372,0.153957596,1.85E-05,0.00015143
Gga3,5.708016644,0.046767303,0.12784152,0.3032753,5.708016644,0.074138089,0.017174401,0.057613497
Ggact,8.146320139,-0.143166989,0.005128252,0.032076784,8.146320139,-0.255041031,2.05E-06,2.03E-05
Ggct,5.408475404,0.026003205,0.392083567,0.608825224,5.408475404,0.024194918,0.426881323,0.565548598
Ggcx,8.789998748,0.004012128,0.947878447,0.972870183,8.789998748,-0.120524459,0.05281328,0.133339061
Ggh,5.648452051,0.029781082,0.682646285,0.826611667,5.648452051,0.432499309,6.42E-08,8.38E-07
Ggn,5.884686998,0.067187981,0.238322747,0.451979622,5.884686998,-0.057660014,0.312245531,0.458007413
Ggnbp2,7.213143032,0.016392831,0.786225025,0.889399212,7.213143032,0.046849132,0.440173798,0.578167696
Ggps1,4.952402819,-0.008049971,0.883772244,0.94144061,4.952402819,0.123343727,0.027701861,0.082967368
Ggt1,4.84889695,-0.020639376,0.614315542,0.782870551,4.84889695,-0.047371517,0.250185893,0.394926476
Ggt5,5.424905892,0.040554859,0.272690339,0.49106572,5.424905892,0.142885938,0.000208777,0.001344496
Ggt6,6.797388202,0.009364295,0.89894216,0.948804722,6.797388202,-0.10859332,0.144420169,0.270288631
Ggt7,5.392826709,0.055072931,0.176287987,0.373565334,5.392826709,-0.06623087,0.10562378,0.218517123
Ggta1,5.25641125,0.017048365,0.661659021,0.814247337,5.25641125,0.362124646,1.68E-14,6.71E-13
Gh,5.447191386,0.038484897,0.436663546,0.648415906,5.447191386,-0.090361746,0.070772212,0.164468179
Ghdc,6.455082297,0.056900217,0.083599154,0.230091163,6.455082297,-0.076195754,0.021738373,0.06916406
Ghitm,9.176429782,0.168727995,0.121777641,0.294110375,9.176429782,0.194921992,0.075271071,0.171977467
Ghr,8.678162799,-0.280156095,0.000895607,0.008492617,8.678162799,-0.35625764,3.57E-05,0.000272558
Ghrh,5.917490092,0.006295969,0.916088146,0.957260647,5.917490092,-0.048741102,0.416797457,0.556057437
Ghrhr,5.021830867,-0.040890387,0.351638457,0.572499893,5.021830867,-0.045068792,0.306114338,0.452321268
Ghrl,5.083171954,-0.041358864,0.366430303,0.586536987,5.083171954,-0.081495871,0.077943999,0.176619277
Ghsr,5.483600103,-0.024136488,0.640115245,0.801241635,5.483600103,-0.091992986,0.078101692,0.176914399
Gid4,6.789046975,0.133617664,0.003864495,0.025897081,6.789046975,-0.118080766,0.010446638,0.038868793
Gid8,7.30775995,-0.061128314,0.147017618,0.333402631,7.30775995,-0.078094855,0.065671983,0.155907996
Gif,3.549509353,-0.005974137,0.874610398,0.936916164,3.549509353,-0.115785893,0.002984274,0.013807744
Gigyf1,6.751578084,0.188631574,6.14E-06,0.00016041,6.751578084,-0.012236259,0.755302362,0.831996023
Gigyf2,6.755939193,0.059033617,0.188797829,0.390263613,6.755939193,-0.059575554,0.185925588,0.321972424
Gimap1,6.009282777,0.034463342,0.447431805,0.656874422,6.009282777,-0.001246794,0.978091198,0.985804851
Gimap3,4.112562422,-0.010727649,0.875930054,0.937317355,4.112562422,0.217653105,0.002142922,0.010429766
Gimap4,5.724154254,-0.081810758,0.311923296,0.531719917,5.724154254,0.255515822,0.002142212,0.010429766
Gimap5,4.714066291,0.016064217,0.747144585,0.867181525,4.714066291,0.209658189,6.44E-05,0.000467551
Gimap6,5.566377555,0.037290105,0.404659472,0.620569751,5.566377555,0.272864649,3.09E-08,4.25E-07
Gimap7,4.281804312,-0.000607078,0.993050552,0.996572186,4.281804312,-0.068961425,0.325125978,0.471722003
Gimap8,4.848919518,0.018744488,0.731550094,0.856914187,4.848919518,0.16173269,0.003985243,0.017617426
Gimap9,5.053446978,-0.298405034,4.02E-06,0.000113198,5.053446978,0.008441032,0.889484927,0.928589341
Gin1,5.193341808,0.12190065,0.130375633,0.307417083,5.193341808,0.037945776,0.636482827,0.74069371
Ginm1,6.740626952,0.153254085,0.004077009,0.027064834,6.740626952,0.139381692,0.008875895,0.034186777
Gins1,4.456405499,0.007423147,0.842903541,0.920659255,4.456405499,-0.072286422,0.056913615,0.140784442
Gins2,5.459169764,0.094389331,0.02945768,0.11204439,5.459169764,0.096676408,0.02621627,0.079662233
Gins3,4.01043231,0.042423839,0.179614541,0.378234487,4.01043231,0.047029593,0.138330202,0.26278282
Gins4,6.624908456,0.095845088,0.086691878,0.236028052,6.624908456,0.053400615,0.338103408,0.484798437
Gip,4.882624184,-0.10916608,0.017859566,0.079092362,4.882624184,-0.057672405,0.206392903,0.345772616
Gipc1,6.573691901,0.147549207,0.001860083,0.014863407,6.573691901,0.066820398,0.150165666,0.277951008
Gipc2,4.511754334,0.017478971,0.704795862,0.841599929,4.511754334,0.31800481,9.82E-10,1.73E-08
Gipc3,5.903482472,0.059119344,0.26011192,0.477609186,5.903482472,-0.014586315,0.78090211,0.850920837
Gipr,5.009519944,0.018461343,0.659257648,0.812923196,5.009519944,-0.033379037,0.427110446,0.565663624
